sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock,label_action
HOM-00166,557,375,2.5,20,2,873,ORDER STOCK
COS-00168,765,420,2.9,20,2,435,NO CHANGE
CLO-00172,507,204,3.5,20,2,178,DISCOUNT
ELE-00173,333,198,2.9,20,2,587,DISCOUNT
SKI-00174,69,399,2.5,20,2,249,ORDER STOCK
HOM-00177,118,114,3.2,20,2,319,DISCOUNT
ELE-00181,421,436,2.7,20,2,455,ORDER STOCK
FUR-00182,116,353,2.4,20,2,744,NO CHANGE
COS-00183,177,202,1.3,20,2,583,ORDER STOCK
APP-00187,535,435,4.3,20,2,948,ORDER STOCK
ELE-00188,8,121,2.5,20,2,516,ORDER STOCK
HOM-00195,424,40,2.1,20,2,336,DISCOUNT
COS-00196,295,152,3.0,20,2,807,DISCOUNT
APP-00197,920,238,4.9,20,2,878,NO CHANGE
GRO-00199,110,442,4.3,20,2,814,ORDER STOCK
FUR-00200,233,478,2.9,20,2,384,ORDER STOCK
COS-00201,429,352,4.3,20,2,258,ORDER STOCK
GRO-00205,263,176,1.4,20,2,871,NO CHANGE
GRO-00211,37,1,4.5,20,2,591,DISCOUNT
APP-00213,275,444,4.4,20,2,711,ORDER STOCK
APP-00215,178,464,4.7,20,2,571,NO CHANGE
HOM-00217,51,46,3.0,20,2,274,DISCOUNT
CLO-00218,172,298,4.6,20,2,891,ORDER STOCK
CLO-00220,469,99,2.5,20,2,431,ORDER STOCK
FUR-00223,596,180,1.3,20,2,878,DISCOUNT
FUR-00226,708,420,1.4,20,2,804,DISCOUNT
APP-00227,280,342,2.4,20,2,51,DISCOUNT
GRO-00232,49,325,3.9,20,2,356,DISCOUNT
HOM-00234,110,457,2.4,20,2,344,DISCOUNT
APP-00240,431,405,3.8,20,2,612,NO CHANGE
APP-00242,241,284,2.7,20,2,916,NO CHANGE
CLO-00243,124,159,2.4,20,2,230,NO CHANGE
SKI-00244,326,499,1.6,20,2,954,DISCOUNT
HOM-00249,353,86,1.4,20,2,490,DISCOUNT
HOM-00251,396,415,3.1,20,2,155,NO CHANGE
ELE-00252,534,122,2.1,20,2,258,ORDER STOCK
APP-00253,956,316,1.3,20,2,110,DISCOUNT
SKI-00262,211,436,3.8,20,2,185,DISCOUNT
APP-00263,809,285,1.2,20,2,776,NO CHANGE
ELE-00264,178,339,3.5,20,2,553,DISCOUNT
HOM-00265,687,499,1.0,20,2,698,ORDER STOCK
APP-00267,944,492,2.5,20,2,671,DISCOUNT
COS-00268,952,232,2.8,20,2,859,NO CHANGE
GRO-00269,713,90,3.9,20,2,339,DISCOUNT
APP-00273,660,442,4.7,20,2,991,ORDER STOCK
SKI-00274,312,318,3.1,20,2,808,DISCOUNT
COS-00275,250,212,1.2,20,2,402,DISCOUNT
GRO-00278,743,358,2.0,20,2,480,NO CHANGE
SKI-00279,56,372,2.7,20,2,839,DISCOUNT
SKI-00280,141,31,1.8,20,2,906,DISCOUNT
ELE-00281,787,25,1.7,20,2,99,NO CHANGE
ELE-00284,356,377,2.6,20,2,435,DISCOUNT
ELE-00286,190,306,2.9,20,2,60,NO CHANGE
GRO-00290,683,85,3.7,20,2,56,NO CHANGE
GRO-00293,204,380,3.2,20,2,21,ORDER STOCK
HOM-00294,936,494,2.0,20,2,962,ORDER STOCK
APP-00298,841,128,4.3,20,2,726,ORDER STOCK
FUR-00299,212,107,3.8,20,2,274,ORDER STOCK
CLO-00305,589,278,1.6,20,2,56,NO CHANGE
HOM-00309,645,318,2.4,20,2,147,DISCOUNT
HOM-00310,666,78,4.1,20,2,662,NO CHANGE
GRO-00311,210,486,3.2,20,2,149,ORDER STOCK
COS-00312,374,273,1.7,20,2,399,ORDER STOCK
APP-00313,283,29,4.5,20,2,163,DISCOUNT
COS-00314,834,0,1.3,20,2,860,NO CHANGE
APP-00315,309,283,2.0,20,2,298,NO CHANGE
SKI-00317,601,442,5.0,20,2,738,DISCOUNT
APP-00318,782,275,2.7,20,2,457,NO CHANGE
FUR-00322,207,69,4.8,20,2,727,DISCOUNT
HOM-00323,825,189,4.2,20,2,396,DISCOUNT
FUR-00324,526,18,4.5,20,2,163,NO CHANGE
CLO-00325,436,235,4.8,20,2,235,NO CHANGE
FUR-00327,854,285,2.2,20,2,717,NO CHANGE
COS-00331,638,306,2.2,20,2,170,NO CHANGE
HOM-00333,358,54,2.8,20,2,840,NO CHANGE
ELE-00335,107,441,4.1,20,2,681,DISCOUNT
APP-00342,755,317,3.4,20,2,677,NO CHANGE
HOM-00343,202,54,1.6,20,2,496,ORDER STOCK
CLO-00344,923,246,1.5,20,2,853,DISCOUNT
GRO-00345,241,348,4.8,20,2,216,NO CHANGE
ELE-00346,262,234,3.6,20,2,947,NO CHANGE
APP-00347,634,366,2.1,20,2,437,DISCOUNT
COS-00352,709,389,1.4,20,2,491,DISCOUNT
APP-00354,470,201,3.0,20,2,29,NO CHANGE
COS-00355,921,339,1.7,20,2,560,DISCOUNT
ELE-00356,906,450,2.8,20,2,254,NO CHANGE
CLO-00362,755,178,1.3,20,2,638,NO CHANGE
GRO-00370,141,222,4.0,20,2,123,DISCOUNT
GRO-00374,665,56,1.4,20,2,222,DISCOUNT
COS-00375,991,142,4.4,20,2,675,DISCOUNT
GRO-00377,690,448,4.8,20,2,932,NO CHANGE
ELE-00378,640,499,2.0,20,2,628,DISCOUNT
HOM-00379,738,351,2.8,20,2,935,NO CHANGE
CLO-00380,317,246,2.0,20,2,815,NO CHANGE
COS-00381,108,329,2.2,20,2,911,ORDER STOCK
CLO-00383,131,422,3.2,20,2,999,NO CHANGE
CLO-00384,497,69,2.9,20,2,854,ORDER STOCK
COS-00386,381,76,1.8,20,2,908,DISCOUNT
HOM-00388,878,280,2.8,20,2,56,NO CHANGE
ELE-00389,81,323,4.2,20,2,755,DISCOUNT
COS-00397,210,263,3.2,20,2,689,DISCOUNT
SKI-00398,910,30,3.9,20,2,12,DISCOUNT
SKI-00399,854,139,4.0,20,2,369,DISCOUNT
COS-00400,277,418,4.9,20,2,543,DISCOUNT
ELE-00404,395,247,4.6,20,2,636,DISCOUNT
APP-00408,328,389,4.3,20,2,842,ORDER STOCK
GRO-00409,222,390,2.3,20,2,667,DISCOUNT
COS-00410,359,66,2.7,20,2,992,DISCOUNT
HOM-00417,575,375,4.9,20,2,809,ORDER STOCK
CLO-00419,771,332,2.3,20,2,485,NO CHANGE
HOM-00420,113,201,3.0,20,2,894,DISCOUNT
GRO-00424,251,277,1.1,20,2,105,DISCOUNT
FUR-00427,307,387,2.6,20,2,385,ORDER STOCK
SKI-00429,671,9,4.9,20,2,778,DISCOUNT
COS-00430,168,250,2.0,20,2,68,DISCOUNT
COS-00431,36,292,4.4,20,2,440,ORDER STOCK
FUR-00432,689,10,4.9,20,2,36,NO CHANGE
APP-00437,200,285,2.5,20,2,139,NO CHANGE
HOM-00438,995,280,2.7,20,2,628,DISCOUNT
CLO-00439,753,405,1.3,20,2,922,NO CHANGE
FUR-00442,544,189,3.7,20,2,29,DISCOUNT
APP-00445,242,343,1.6,20,2,499,ORDER STOCK
APP-00448,141,39,4.5,20,2,723,NO CHANGE
ELE-00453,626,482,1.3,20,2,493,ORDER STOCK
ELE-00455,319,474,2.2,20,2,800,DISCOUNT
APP-00456,26,253,4.2,20,2,786,NO CHANGE
HOM-00458,145,154,4.1,20,2,255,ORDER STOCK
HOM-00460,34,33,3.7,20,2,629,DISCOUNT
HOM-00461,576,13,4.2,20,2,839,NO CHANGE
ELE-00463,764,13,3.3,20,2,914,DISCOUNT
HOM-00465,572,291,2.1,20,2,410,ORDER STOCK
APP-00466,157,100,1.4,20,2,615,DISCOUNT
FUR-00469,79,239,3.3,20,2,41,DISCOUNT
HOM-00470,226,145,1.9,20,2,204,NO CHANGE
FUR-00471,379,212,3.3,20,2,595,NO CHANGE
HOM-00472,548,364,4.3,20,2,932,DISCOUNT
ELE-00475,229,2,1.0,20,2,572,NO CHANGE
CLO-00476,968,413,1.1,20,2,823,ORDER STOCK
APP-00477,286,188,4.6,20,2,263,DISCOUNT
GRO-00480,31,193,1.7,20,2,640,NO CHANGE
GRO-00481,488,215,4.2,20,2,707,DISCOUNT
CLO-00483,361,403,1.8,20,2,65,DISCOUNT
HOM-00485,404,22,2.9,20,2,253,DISCOUNT
CLO-00492,332,228,1.2,20,2,803,DISCOUNT
APP-00495,170,92,3.2,20,2,155,NO CHANGE
APP-00499,291,19,1.8,20,2,280,NO CHANGE
CLO-00500,751,60,2.0,20,2,418,ORDER STOCK
GRO-00502,48,340,4.5,20,2,305,NO CHANGE
CLO-00506,874,386,2.3,20,2,877,DISCOUNT
COS-00509,218,397,2.5,20,2,414,NO CHANGE
APP-00510,155,92,4.6,20,2,70,ORDER STOCK
APP-00513,558,8,3.7,20,2,379,ORDER STOCK
SKI-00517,22,38,4.5,20,2,774,NO CHANGE
APP-00518,610,90,4.3,20,2,111,NO CHANGE
SKI-00522,713,25,3.1,20,2,484,NO CHANGE
SKI-00524,16,258,4.9,20,2,332,NO CHANGE
SKI-00533,123,235,2.5,20,2,540,NO CHANGE
ELE-00537,114,459,3.7,20,2,920,DISCOUNT
SKI-00538,423,15,2.0,20,2,71,NO CHANGE
GRO-00539,154,364,3.3,20,2,527,NO CHANGE
APP-00540,87,477,4.9,20,2,810,NO CHANGE
APP-00543,232,205,3.3,20,2,600,DISCOUNT
SKI-00544,578,193,1.3,20,2,259,DISCOUNT
FUR-00550,986,484,4.4,20,2,953,ORDER STOCK
APP-00551,985,309,2.1,20,2,163,DISCOUNT
SKI-00555,514,118,2.7,20,2,755,DISCOUNT
CLO-00559,577,420,4.0,20,2,205,ORDER STOCK
ELE-00565,995,282,1.8,20,2,427,DISCOUNT
APP-00567,332,55,3.3,20,2,546,DISCOUNT
FUR-00574,362,467,4.1,20,2,442,NO CHANGE
HOM-00575,526,450,2.6,20,2,885,NO CHANGE
FUR-00576,704,382,4.6,20,2,826,NO CHANGE
CLO-00579,230,58,3.0,20,2,193,ORDER STOCK
CLO-00580,931,274,2.3,20,2,38,NO CHANGE
SKI-00582,631,313,2.0,20,2,695,DISCOUNT
ELE-00585,119,287,4.8,20,2,955,ORDER STOCK
SKI-00586,345,443,3.9,20,2,710,ORDER STOCK
APP-00587,260,253,5.0,20,2,241,NO CHANGE
FUR-00589,635,193,4.4,20,2,623,NO CHANGE
SKI-00594,355,354,4.6,20,2,798,DISCOUNT
COS-00597,210,328,3.6,20,2,816,DISCOUNT
COS-00601,247,277,3.4,20,2,276,ORDER STOCK
CLO-00604,958,108,2.8,20,2,616,DISCOUNT
FUR-00609,641,449,2.3,20,2,619,ORDER STOCK
CLO-00610,842,125,1.2,20,2,953,ORDER STOCK
COS-00617,847,12,1.5,20,2,465,NO CHANGE
APP-00619,106,175,3.4,20,2,393,NO CHANGE
SKI-00622,182,51,4.7,20,2,204,DISCOUNT
GRO-00624,379,110,4.2,20,2,966,NO CHANGE
FUR-00625,784,450,2.6,20,2,683,ORDER STOCK
COS-00626,966,391,3.6,20,2,327,ORDER STOCK
GRO-00627,757,50,1.7,20,2,745,NO CHANGE
ELE-00629,314,272,4.1,20,2,365,ORDER STOCK
ELE-00631,762,52,4.0,20,2,165,DISCOUNT
FUR-00632,537,417,1.2,20,2,1000,DISCOUNT
HOM-00641,54,59,2.7,20,2,232,DISCOUNT
GRO-00645,120,421,4.5,20,2,573,DISCOUNT
GRO-00647,591,264,2.2,20,2,25,DISCOUNT
GRO-00648,166,420,1.4,20,2,80,ORDER STOCK
GRO-00649,863,356,4.4,20,2,379,ORDER STOCK
FUR-00650,484,83,2.0,20,2,203,NO CHANGE
FUR-00652,711,103,4.5,20,2,384,ORDER STOCK
APP-00656,545,325,4.7,20,2,981,DISCOUNT
SKI-00658,377,149,3.0,20,2,348,ORDER STOCK
APP-00660,151,160,3.0,20,2,652,DISCOUNT
SKI-00665,114,11,1.8,20,2,142,ORDER STOCK
SKI-00673,231,481,1.7,20,2,718,NO CHANGE
SKI-00674,629,292,2.7,20,2,759,ORDER STOCK
APP-00675,74,250,4.8,20,2,945,DISCOUNT
HOM-00677,619,236,2.8,20,2,367,NO CHANGE
HOM-00678,275,327,4.3,20,2,301,DISCOUNT
COS-00682,687,153,4.3,20,2,301,ORDER STOCK
COS-00683,481,351,4.1,20,2,81,DISCOUNT
COS-00687,304,462,3.1,20,2,107,DISCOUNT
HOM-00698,82,292,1.7,20,2,246,ORDER STOCK
SKI-00703,910,298,3.8,20,2,293,NO CHANGE
FUR-00704,395,356,3.8,20,2,911,DISCOUNT
FUR-00709,750,391,1.6,20,2,556,DISCOUNT
SKI-00710,609,193,1.7,20,2,117,ORDER STOCK
APP-00711,850,187,2.1,20,2,260,DISCOUNT
CLO-00713,297,229,1.3,20,2,560,NO CHANGE
FUR-00724,473,326,1.9,20,2,630,NO CHANGE
FUR-00725,170,491,1.4,20,2,123,NO CHANGE
SKI-00726,114,117,3.2,20,2,742,ORDER STOCK
APP-00730,988,281,4.6,20,2,820,DISCOUNT
COS-00733,803,497,4.6,20,2,254,NO CHANGE
GRO-00734,422,280,3.4,20,2,86,NO CHANGE
FUR-00735,735,43,3.6,20,2,744,ORDER STOCK
GRO-00737,274,191,2.1,20,2,932,NO CHANGE
GRO-00739,603,242,2.0,20,2,89,NO CHANGE
HOM-00741,862,412,4.2,20,2,983,NO CHANGE
CLO-00742,879,191,2.2,20,2,730,DISCOUNT
HOM-00743,932,268,4.5,20,2,886,NO CHANGE
SKI-00746,398,38,4.3,20,2,524,DISCOUNT
HOM-00747,468,226,1.5,20,2,22,NO CHANGE
ELE-00748,18,228,4.7,20,2,528,ORDER STOCK
SKI-00749,174,199,4.9,20,2,842,ORDER STOCK
ELE-00751,395,113,2.0,20,2,449,NO CHANGE
FUR-00752,290,68,5.0,20,2,790,ORDER STOCK
COS-00755,987,307,3.4,20,2,246,DISCOUNT
HOM-00757,634,42,1.6,20,2,130,ORDER STOCK
HOM-00759,20,252,3.3,20,2,536,NO CHANGE
CLO-00763,183,232,4.1,20,2,431,NO CHANGE
FUR-00765,944,193,2.4,20,2,302,NO CHANGE
GRO-00769,588,231,4.3,20,2,905,DISCOUNT
CLO-00771,853,81,3.9,20,2,234,DISCOUNT
ELE-00772,91,394,3.7,20,2,422,ORDER STOCK
SKI-00773,614,29,4.2,20,2,555,ORDER STOCK
CLO-00774,367,194,4.6,20,2,46,NO CHANGE
HOM-00775,840,289,3.7,20,2,959,NO CHANGE
FUR-00776,997,139,1.5,20,2,563,ORDER STOCK
APP-00777,61,173,1.0,20,2,333,DISCOUNT
GRO-00780,451,83,1.7,20,2,922,DISCOUNT
ELE-00781,775,213,4.8,20,2,744,ORDER STOCK
HOM-00783,855,463,2.6,20,2,961,NO CHANGE
ELE-00784,8,111,4.0,20,2,309,DISCOUNT
APP-00791,875,21,2.4,20,2,461,NO CHANGE
GRO-00792,957,24,3.5,20,2,948,ORDER STOCK
ELE-00794,684,394,4.3,20,2,522,DISCOUNT
APP-00801,560,72,4.3,20,2,616,DISCOUNT
ELE-00803,546,379,2.8,20,2,784,DISCOUNT
GRO-00811,384,120,4.0,20,2,962,DISCOUNT
CLO-00812,896,33,1.8,20,2,865,NO CHANGE
FUR-00814,601,461,3.1,20,2,33,DISCOUNT
COS-00817,801,238,4.4,20,2,57,ORDER STOCK
ELE-00820,858,183,4.1,20,2,769,DISCOUNT
COS-00822,347,221,1.5,20,2,376,DISCOUNT
HOM-00826,100,13,3.7,20,2,145,NO CHANGE
GRO-00828,593,20,1.2,20,2,408,DISCOUNT
FUR-00832,336,428,2.8,20,2,162,DISCOUNT
ELE-00834,462,85,2.6,20,2,587,ORDER STOCK
FUR-00838,334,141,1.5,20,2,868,DISCOUNT
CLO-00840,812,44,1.3,20,2,676,NO CHANGE
APP-00842,193,325,2.4,20,2,470,DISCOUNT
FUR-00843,833,213,3.8,20,2,911,DISCOUNT
HOM-00844,150,464,3.9,20,2,117,NO CHANGE
SKI-00845,769,341,4.8,20,2,381,DISCOUNT
CLO-00848,202,408,1.9,20,2,273,ORDER STOCK
HOM-00849,39,403,1.9,20,2,542,ORDER STOCK
SKI-00851,771,362,1.7,20,2,561,NO CHANGE
HOM-00853,276,157,2.4,20,2,115,NO CHANGE
APP-00854,260,121,3.9,20,2,718,NO CHANGE
HOM-00858,384,187,4.3,20,2,43,DISCOUNT
SKI-00862,957,84,3.7,20,2,196,ORDER STOCK
SKI-00863,91,358,2.1,20,2,550,ORDER STOCK
HOM-00867,922,12,4.3,20,2,331,NO CHANGE
HOM-00872,415,21,4.7,20,2,767,ORDER STOCK
COS-00874,923,371,3.6,20,2,656,ORDER STOCK
APP-00875,286,327,3.8,20,2,592,NO CHANGE
GRO-00876,737,140,1.9,20,2,382,ORDER STOCK
COS-00880,731,327,4.3,20,2,747,NO CHANGE
SKI-00884,579,457,5.0,20,2,989,NO CHANGE
GRO-00885,589,363,3.4,20,2,745,NO CHANGE
GRO-00891,277,15,2.4,20,2,265,NO CHANGE
COS-00893,696,421,3.4,20,2,998,ORDER STOCK
COS-00895,612,483,1.5,20,2,967,ORDER STOCK
HOM-00896,886,187,4.9,20,2,295,ORDER STOCK
ELE-00897,267,293,4.9,20,2,61,NO CHANGE
GRO-00899,316,256,1.6,20,2,719,DISCOUNT
SKI-00903,554,117,2.0,20,2,451,DISCOUNT
COS-00905,301,35,4.6,20,2,569,ORDER STOCK
CLO-00912,545,302,1.3,20,2,178,DISCOUNT
GRO-00914,455,111,4.1,20,2,953,ORDER STOCK
CLO-00915,867,323,3.6,20,2,934,DISCOUNT
FUR-00919,506,195,2.1,20,2,821,NO CHANGE
FUR-00920,851,446,1.3,20,2,771,ORDER STOCK
COS-00924,707,32,2.1,20,2,608,NO CHANGE
COS-00927,430,211,1.6,20,2,877,DISCOUNT
SKI-00928,840,241,3.3,20,2,662,NO CHANGE
ELE-00929,337,349,4.6,20,2,115,NO CHANGE
SKI-00931,986,307,3.6,20,2,988,ORDER STOCK
COS-00933,702,326,2.4,20,2,66,NO CHANGE
APP-00934,200,136,2.5,20,2,326,DISCOUNT
APP-00937,361,74,2.0,20,2,89,DISCOUNT
SKI-00939,804,433,1.9,20,2,749,ORDER STOCK
CLO-00940,647,132,2.1,20,2,830,DISCOUNT
SKI-00941,683,257,3.8,20,2,642,NO CHANGE
COS-00943,354,112,3.2,20,2,936,DISCOUNT
COS-00944,1,80,1.4,20,2,601,NO CHANGE
SKI-00950,933,441,4.5,20,2,505,DISCOUNT
COS-00951,73,375,4.1,20,2,23,DISCOUNT
GRO-00952,965,223,3.5,20,2,539,ORDER STOCK
ELE-00953,126,1,1.9,20,2,451,NO CHANGE
HOM-00954,704,282,1.6,20,2,185,DISCOUNT
COS-00958,901,104,3.8,20,2,585,DISCOUNT
CLO-00960,41,131,1.4,20,2,41,NO CHANGE
CLO-00961,943,408,4.1,20,2,653,NO CHANGE
SKI-00962,482,279,2.0,20,2,721,DISCOUNT
GRO-00963,216,140,2.4,20,2,198,DISCOUNT
CLO-00964,47,394,3.7,20,2,207,ORDER STOCK
APP-00967,169,438,2.0,20,2,382,ORDER STOCK
GRO-00968,635,183,2.7,20,2,488,DISCOUNT
HOM-00972,662,438,1.1,20,2,250,DISCOUNT
COS-00978,530,441,3.3,20,2,667,DISCOUNT
SKI-00979,176,240,4.2,20,2,460,NO CHANGE
FUR-00980,627,200,4.4,20,2,979,NO CHANGE
SKI-00981,707,306,4.9,20,2,734,DISCOUNT
HOM-00984,162,341,4.5,20,2,973,ORDER STOCK
FUR-00986,117,39,4.0,20,2,16,NO CHANGE
GRO-00987,179,358,3.7,20,2,809,DISCOUNT
COS-00990,718,487,1.8,20,2,559,NO CHANGE
CLO-00991,869,257,2.0,20,2,166,NO CHANGE
FUR-00992,384,108,3.0,20,2,310,NO CHANGE
HOM-00994,163,384,1.8,20,2,38,ORDER STOCK
APP-00997,407,241,3.9,20,2,195,ORDER STOCK
ELE-00999,721,213,3.1,20,2,694,DISCOUNT
COS-01001,781,375,3.3,20,2,809,DISCOUNT
CLO-01004,795,196,1.5,20,2,199,DISCOUNT
SKI-01006,80,84,2.0,20,2,49,ORDER STOCK
COS-01007,885,387,2.6,20,2,165,NO CHANGE
FUR-01009,452,6,2.0,20,2,997,DISCOUNT
CLO-01010,878,378,1.7,20,2,551,DISCOUNT
FUR-01013,762,277,2.3,20,2,621,NO CHANGE
HOM-01024,556,292,4.0,20,2,332,DISCOUNT
COS-01025,220,441,2.5,20,2,283,ORDER STOCK
GRO-01027,519,297,4.7,20,2,984,DISCOUNT
CLO-01030,373,382,4.1,20,2,476,NO CHANGE
APP-01031,243,480,1.7,20,2,284,ORDER STOCK
SKI-01033,681,218,3.6,20,2,330,DISCOUNT
ELE-01034,927,230,4.8,20,2,517,ORDER STOCK
HOM-01035,304,313,1.6,20,2,532,NO CHANGE
SKI-01040,881,71,2.3,20,2,370,NO CHANGE
HOM-01044,195,241,4.1,20,2,299,DISCOUNT
ELE-01046,86,157,3.0,20,2,864,ORDER STOCK
GRO-01048,2,179,1.4,20,2,283,ORDER STOCK
GRO-01049,442,210,2.8,20,2,431,DISCOUNT
SKI-01053,695,166,3.8,20,2,969,NO CHANGE
HOM-01054,179,409,1.5,20,2,441,ORDER STOCK
APP-01055,652,134,4.0,20,2,669,DISCOUNT
HOM-01058,128,440,4.4,20,2,878,DISCOUNT
APP-01061,48,449,1.0,20,2,209,ORDER STOCK
SKI-01062,242,349,2.0,20,2,22,ORDER STOCK
HOM-01066,280,240,3.6,20,2,1,ORDER STOCK
CLO-01067,616,85,1.9,20,2,6,DISCOUNT
APP-01069,932,249,3.6,20,2,783,NO CHANGE
ELE-01073,226,147,4.2,20,2,956,ORDER STOCK
COS-01078,585,200,3.8,20,2,231,DISCOUNT
FUR-01079,145,162,1.9,20,2,49,ORDER STOCK
SKI-01087,428,167,3.8,20,2,326,NO CHANGE
FUR-01088,173,257,2.0,20,2,930,DISCOUNT
APP-01091,946,274,2.6,20,2,922,NO CHANGE
SKI-01093,717,255,3.5,20,2,795,DISCOUNT
COS-01098,459,129,2.2,20,2,804,ORDER STOCK
APP-01101,937,367,3.4,20,2,54,DISCOUNT
APP-01104,961,57,4.7,20,2,282,NO CHANGE
CLO-01107,955,186,1.8,20,2,376,NO CHANGE
CLO-01108,398,67,1.6,20,2,148,ORDER STOCK
FUR-01109,277,282,4.5,20,2,84,DISCOUNT
CLO-01110,508,84,4.3,20,2,975,NO CHANGE
HOM-01112,992,61,4.1,20,2,602,ORDER STOCK
FUR-01114,244,355,3.1,20,2,154,DISCOUNT
FUR-01115,865,304,3.9,20,2,595,ORDER STOCK
CLO-01119,158,334,4.2,20,2,13,DISCOUNT
CLO-01122,437,404,3.0,20,2,156,ORDER STOCK
COS-01123,56,44,1.1,20,2,767,NO CHANGE
ELE-01125,772,163,4.0,20,2,245,ORDER STOCK
FUR-01127,529,187,2.7,20,2,722,NO CHANGE
HOM-01128,570,403,3.6,20,2,649,DISCOUNT
HOM-01132,436,82,3.5,20,2,116,DISCOUNT
ELE-01134,741,16,3.8,20,2,730,DISCOUNT
ELE-01139,40,13,3.3,20,2,551,DISCOUNT
COS-01140,752,213,4.8,20,2,113,DISCOUNT
FUR-01143,338,0,1.2,20,2,400,DISCOUNT
HOM-01144,884,321,2.1,20,2,153,ORDER STOCK
FUR-01147,601,411,1.5,20,2,350,ORDER STOCK
COS-01148,449,161,3.7,20,2,954,DISCOUNT
CLO-01150,591,56,1.4,20,2,694,ORDER STOCK
GRO-01153,517,405,3.0,20,2,428,NO CHANGE
FUR-01158,595,424,1.4,20,2,894,NO CHANGE
FUR-01163,133,100,1.2,20,2,127,DISCOUNT
CLO-01164,320,339,1.2,20,2,486,NO CHANGE
COS-01165,4,449,1.9,20,2,51,NO CHANGE
CLO-01166,954,275,4.0,20,2,223,ORDER STOCK
HOM-01167,278,475,4.6,20,2,906,ORDER STOCK
CLO-01175,90,333,3.0,20,2,199,NO CHANGE
GRO-01176,419,429,1.4,20,2,875,DISCOUNT
COS-01177,850,168,2.4,20,2,696,DISCOUNT
